"day","year","country","hour","value"
"7",2005,"USA",5,13
"7",2006,"USA",5,13
"7",2007,"USA",5,12
"7",2008,"USA",5,14
"7",2009,"USA",5,13
"7",2010,"USA",5,11
"7",2011,"USA",5,15
"7",2012,"USA",5,10
"7",2013,"USA",5,6
"7",2014,"USA",5,2
"7",1976,"ZAF",5,1
"7",2012,"ZAF",5,1
"3",1987,"AUS",5,1
"3",1998,"CAN",5,1
"3",2001,"CAN",5,2
"3",2002,"CAN",5,1
"3",2003,"CAN",5,1
"3",2004,"CAN",5,2
"3",2009,"CAN",5,1
"3",2013,"CAN",5,2
"3",2012,"DZA",5,1
"3",2002,"EGY",5,1
"3",2000,"GBR",5,1
"3",2001,"GBR",5,1
"3",1994,"IND",5,1
"3",2001,"MEX",5,1
"3",2004,"MYS",5,1
"3",2012,"MYS",5,1
"3",2009,"NLD",5,1
"3",2013,"ROU",5,1
"3",1966,"USA",5,1
"3",1984,"USA",5,1
"3",1989,"USA",5,2
"3",1992,"USA",5,1
"3",1995,"USA",5,11
"3",1996,"USA",5,1
"3",1997,"USA",5,1
"3",1998,"USA",5,2
"3",1999,"USA",5,8
"3",2000,"USA",5,6
"3",2001,"USA",5,11
"3",2002,"USA",5,9
"3",2003,"USA",5,17
"3",2004,"USA",5,14
"3",2005,"USA",5,9
"3",2006,"USA",5,16
"3",2007,"USA",5,17
"3",2008,"USA",5,15
"3",2009,"USA",5,15
"3",2010,"USA",5,13
"3",2011,"USA",5,12
"3",2012,"USA",5,20
"3",2013,"USA",5,21
"3",2014,"USA",5,4
"4",1985,"BRA",5,1
"4",1996,"BRA",5,1
"4",2004,"CAN",5,1
"4",2005,"CAN",5,2
"4",2006,"CAN",5,1
"4",2009,"CAN",5,2
"4",2011,"CAN",5,1
"4",2012,"CAN",5,1
"4",2007,"GBR",5,1
"4",2009,"GBR",5,1
"4",2012,"GBR",5,1
"4",2014,"GBR",5,1
"4",1997,"KEN",5,1
"4",2010,"MYS",5,1
"4",2000,"NLD",5,1
"4",2002,"PRT",5,1
"4",2000,"TLS",5,1
"4",1966,"USA",5,1
"4",1968,"USA",5,1
"4",1973,"USA",5,1
"4",1974,"USA",5,1
"4",1978,"USA",5,1
"4",1979,"USA",5,1
"4",1983,"USA",5,1
"4",1994,"USA",5,1
"4",1995,"USA",5,4
"4",1996,"USA",5,2
"4",1997,"USA",5,3
"4",1998,"USA",5,4
"4",1999,"USA",5,4
"4",2000,"USA",5,6
"4",2001,"USA",5,8
"4",2002,"USA",5,8
"4",2003,"USA",5,12
"4",2004,"USA",5,8
"4",2005,"USA",5,20
"4",2006,"USA",5,16
"4",2007,"USA",5,6
"4",2008,"USA",5,18
"4",2009,"USA",5,9
"4",2010,"USA",5,9
"4",2011,"USA",5,13
"4",2012,"USA",5,13
"4",2013,"USA",5,12
"4",2014,"USA",5,10
"6",2002,"AUS",5,1
"6",2007,"AUS",5,1
"6",2010,"AUS",5,1
"6",2002,"CAN",5,1
"6",2003,"CAN",5,1
"6",2007,"CAN",5,2
"6",2009,"CAN",5,1
"6",1968,"DEU",5,1
"6",2005,"GBR",5,1
"6",2006,"GBR",5,1
"6",2009,"GBR",5,1
"6",2007,"IDN",5,1
"6",1999,"IND",5,1
"6",1992,"IRN",5,1
"6",1962,"PRI",5,1
"6",2008,"SRB",5,1
"6",1974,"USA",5,1
"6",1984,"USA",5,1
"6",1990,"USA",5,1
"6",1991,"USA",5,1
"6",1992,"USA",5,1
"6",1995,"USA",5,4
"6",1996,"USA",5,3
"6",1997,"USA",5,4
"6",1998,"USA",5,2
"6",1999,"USA",5,4
"6",2000,"USA",5,8
"6",2001,"USA",5,4
"6",2002,"USA",5,9
"6",2003,"USA",5,9
"6",2004,"USA",5,13
"6",2005,"USA",5,13
"6",2006,"USA",5,13
"6",2007,"USA",5,18
"6",2008,"USA",5,6
"6",2009,"USA",5,10
"6",2010,"USA",5,11
"6",2011,"USA",5,22
"6",2012,"USA",5,18
"6",2013,"USA",5,12
"6",2014,"USA",5,5
"1",2005,"AFG",5,1
"1",2001,"AUS",5,1
"1",2008,"AUS",5,1
"1",2002,"BRA",5,1
"1",1997,"CAN",5,1
"1",1998,"CAN",5,1
"1",2004,"CAN",5,1
"1",2008,"CAN",5,1
"1",2013,"CAN",5,1
"1",2005,"FIN",5,1
"1",1985,"GBR",5,1
"1",2002,"GBR",5,1
"1",2008,"IRN",5,1
"1",2012,"JPN",5,1
"1",2003,"NLD",5,1
"1",2005,"NZL",5,2
"1",1999,"PAK",5,1
"1",1966,"USA",5,1
"1",1974,"USA",5,1
"1",1976,"USA",5,1
"1",1983,"USA",5,1
"1",1984,"USA",5,1
"1",1988,"USA",5,1
"1",1993,"USA",5,1
"1",1994,"USA",5,1
"1",1995,"USA",5,3
"1",1996,"USA",5,8
"1",1997,"USA",5,3
"1",1998,"USA",5,7
"1",1999,"USA",5,6
"1",2000,"USA",5,4
"1",2001,"USA",5,10
"1",2002,"USA",5,12
"1",2003,"USA",5,10
"1",2004,"USA",5,17
"1",2005,"USA",5,9
"1",2006,"USA",5,7
"1",2007,"USA",5,22
"1",2008,"USA",5,10
"1",2009,"USA",5,12
"1",2010,"USA",5,14
"1",2011,"USA",5,13
"1",2012,"USA",5,14
"1",2013,"USA",5,14
"1",2014,"USA",5,6
"5",1985,"CAN",5,1
"5",1998,"CAN",5,1
"5",2002,"CAN",5,2
"5",2004,"CAN",5,1
"5",2007,"CAN",5,1
"5",2001,"FIN",5,1
"5",1992,"GBR",5,1
"5",2004,"GBR",5,1
"5",2006,"GBR",5,1
"5",2006,"HND",5,1
"5",2004,"IND",5,2
"5",2011,"IRL",5,1
"5",2012,"LUX",5,1
"5",2012,"NLD",5,1
"5",2002,"TUR",5,1
"5",1972,"USA",5,2
"5",1974,"USA",5,1
"5",1977,"USA",5,1
"5",1979,"USA",5,1
"5",1980,"USA",5,1
"5",1983,"USA",5,1
"5",1990,"USA",5,1
"5",1991,"USA",5,1
"5",1993,"USA",5,1
"5",1994,"USA",5,1
"5",1995,"USA",5,4
"5",1997,"USA",5,2
"5",1998,"USA",5,8
"5",1999,"USA",5,7
"5",2000,"USA",5,8
"5",2001,"USA",5,8
"5",2002,"USA",5,7
"5",2003,"USA",5,8
"5",2004,"USA",5,8
"5",2005,"USA",5,12
"5",2006,"USA",5,11
"5",2007,"USA",5,15
"5",2008,"USA",5,17
"5",2009,"USA",5,17
"5",2010,"USA",5,14
"5",2011,"USA",5,10
"5",2012,"USA",5,12
"5",2013,"USA",5,13
"5",2014,"USA",5,9
"2",1972,"CAN",5,1
"2",2000,"CAN",5,1
"2",2002,"CAN",5,1
"2",2004,"CAN",5,1
"2",2006,"CAN",5,1
"2",2011,"CAN",5,2
"2",2012,"CAN",5,1
"2",1976,"GBR",5,1
"2",2002,"GBR",5,1
"2",2008,"GBR",5,1
"2",2013,"GBR",5,1
"2",2003,"IND",5,1
"2",2008,"PRI",5,1
"2",1973,"USA",5,1
"2",1974,"USA",5,1
"2",1975,"USA",5,1
"2",1976,"USA",5,1
"2",1978,"USA",5,1
"2",1980,"USA",5,1
"2",1982,"USA",5,2
"2",1983,"USA",5,1
"2",1985,"USA",5,2
"2",1988,"USA",5,5
"2",1992,"USA",5,1
"2",1993,"USA",5,1
"2",1995,"USA",5,7
"2",1996,"USA",5,1
"2",1997,"USA",5,2
"2",1998,"USA",5,6
"2",1999,"USA",5,20
"2",2000,"USA",5,3
"2",2001,"USA",5,5
"2",2002,"USA",5,26
"2",2003,"USA",5,11
"2",2004,"USA",5,12
"2",2005,"USA",5,5
"2",2006,"USA",5,13
"2",2007,"USA",5,14
"2",2008,"USA",5,22
"2",2009,"USA",5,10
"2",2010,"USA",5,10
"2",2011,"USA",5,13
"2",2012,"USA",5,25
"2",2013,"USA",5,14
"2",2014,"USA",5,4
"7",2008,"AUS",6,1
"7",1971,"CAN",6,1
"7",2011,"CAN",6,1
"7",2008,"CRI",6,1
"7",2003,"FRA",6,1
"7",1999,"GBR",6,1
"7",2000,"GBR",6,2
"7",2003,"GBR",6,1
"7",2005,"GBR",6,1
"7",1971,"GUY",6,1
"7",2009,"IND",6,1
"7",2011,"MEX",6,1
"7",1972,"USA",6,1
"7",1982,"USA",6,1
"7",1986,"USA",6,1
"7",1993,"USA",6,1
"7",1994,"USA",6,1
"7",1995,"USA",6,3
"7",1996,"USA",6,2
"7",1997,"USA",6,4
"7",1998,"USA",6,2
"7",1999,"USA",6,7
"7",2000,"USA",6,6
"7",2001,"USA",6,3
"7",2002,"USA",6,4
"7",2003,"USA",6,3
"7",2004,"USA",6,9
"7",2005,"USA",6,10
"7",2006,"USA",6,5
"7",2007,"USA",6,8
"7",2008,"USA",6,7
"7",2009,"USA",6,7
"7",2010,"USA",6,6
"7",2011,"USA",6,10
"7",2012,"USA",6,9
"7",2013,"USA",6,9
"7",2014,"USA",6,3
"3",2002,"ARE",6,1
"3",2005,"AUS",6,1
"3",1996,"CAN",6,1
"3",1998,"CAN",6,1
"3",1999,"CAN",6,1
"3",2001,"CAN",6,1
"3",2004,"CAN",6,1
"3",2006,"CAN",6,2
"3",2007,"CAN",6,2
"3",2012,"CAN",6,1
"3",2014,"CAN",6,1
"3",1988,"CHN",6,1
"3",2004,"DEU",6,1
"3",2004,"GBR",6,1
"3",2003,"IND",6,1
"3",2007,"IND",6,1
"3",2012,"IND",6,1
"3",2008,"IRL",6,1
"3",2003,"NOR",6,1
"3",2012,"NZL",6,1
"3",2003,"PHL",6,1
"3",2010,"PRT",6,1
"3",1975,"USA",6,1
"3",1979,"USA",6,1
"3",1982,"USA",6,1
"3",1988,"USA",6,1
"3",1990,"USA",6,1
"3",1994,"USA",6,1
"3",1995,"USA",6,2
"3",1996,"USA",6,1
"3",1997,"USA",6,1
"3",1998,"USA",6,3
"3",1999,"USA",6,3
"3",2000,"USA",6,3
"3",2001,"USA",6,8
"3",2002,"USA",6,8
"3",2003,"USA",6,15
"3",2004,"USA",6,8
"3",2005,"USA",6,3
"3",2006,"USA",6,8
"3",2007,"USA",6,12
"3",2008,"USA",6,10
"3",2009,"USA",6,7
"3",2010,"USA",6,9
"3",2011,"USA",6,14
"3",2012,"USA",6,12
"3",2013,"USA",6,11
"3",2014,"USA",6,4
"4",2003,"AUS",6,1
"4",2012,"AUS",6,1
"4",1999,"CAN",6,1
"4",2001,"CAN",6,1
"4",2002,"CAN",6,1
"4",2004,"CAN",6,2
"4",2005,"CAN",6,2
"4",2006,"CAN",6,1
"4",2012,"CAN",6,2
"4",2014,"CAN",6,1
"4",2007,"CHN",6,1
"4",1975,"DEU",6,1
"4",2004,"DEU",6,1
"4",1978,"GBR",6,1
"4",1979,"GBR",6,1
"4",2001,"GBR",6,1
"4",2002,"GBR",6,4
"4",2005,"GBR",6,1
"4",2006,"GBR",6,1
"4",2009,"IRL",6,1
"4",2013,"MYS",6,1
"4",2007,"NLD",6,1
"4",2014,"NZL",6,1
"4",1972,"USA",6,1
"4",1973,"USA",6,1
"4",1980,"USA",6,1
"4",1987,"USA",6,1
"4",1989,"USA",6,1
"4",1992,"USA",6,2
"4",1993,"USA",6,1
"4",1996,"USA",6,2
"4",1997,"USA",6,1
"4",1998,"USA",6,4
"4",1999,"USA",6,4
"4",2000,"USA",6,3
"4",2001,"USA",6,7
"4",2002,"USA",6,12
"4",2003,"USA",6,9
"4",2004,"USA",6,10
"4",2005,"USA",6,8
"4",2006,"USA",6,9
"4",2007,"USA",6,16
"4",2008,"USA",6,18
"4",2009,"USA",6,15
"4",2010,"USA",6,7
"4",2011,"USA",6,4
"4",2012,"USA",6,14
"4",2013,"USA",6,13
"4",2014,"USA",6,9
"6",1997,"CAN",6,1
"6",2000,"CAN",6,2
"6",2002,"CAN",6,1
"6",2004,"CAN",6,1
"6",2006,"CAN",6,2
"6",2007,"CAN",6,1
"6",2008,"CAN",6,1
"6",2011,"CAN",6,1
"6",2013,"CAN",6,1
"6",1987,"GBR",6,1
"6",2002,"GBR",6,1
"6",2003,"GBR",6,1
"6",2006,"GBR",6,1
"6",2010,"GBR",6,1
"6",1995,"GRC",6,1
"6",2005,"IRL",6,1
"6",2005,"MEX",6,1
"6",1996,"MWI",6,1
"6",2004,"SWE",6,1
"6",2002,"TUR",6,1
"6",1979,"USA",6,1
"6",1984,"USA",6,1
"6",1990,"USA",6,2
"6",1997,"USA",6,3
"6",1998,"USA",6,1
"6",1999,"USA",6,3
"6",2000,"USA",6,2
"6",2001,"USA",6,2
"6",2002,"USA",6,10
"6",2003,"USA",6,8
"6",2004,"USA",6,11
"6",2005,"USA",6,6
"6",2006,"USA",6,7
"6",2007,"USA",6,6
"6",2008,"USA",6,6
"6",2009,"USA",6,9
"6",2010,"USA",6,5
"6",2011,"USA",6,12
"6",2012,"USA",6,18
"6",2013,"USA",6,12
"6",2014,"USA",6,3
"1",2013,"AUS",6,1
"1",2000,"CAN",6,1
"1",2003,"CAN",6,1
"1",2005,"CAN",6,1
"1",2006,"CAN",6,1
"1",2010,"CAN",6,1
"1",2012,"CAN",6,1
"1",2013,"CAN",6,1
"1",2014,"CAN",6,2
"1",2002,"GBR",6,2
"1",2009,"GBR",6,1
"1",1975,"IRN",6,1
"1",1972,"USA",6,1
"1",1974,"USA",6,1
"1",1980,"USA",6,1
"1",1982,"USA",6,1
"1",1984,"USA",6,1
"1",1985,"USA",6,1
"1",1987,"USA",6,2
"1",1995,"USA",6,5
"1",1997,"USA",6,1
"1",1998,"USA",6,6
"1",1999,"USA",6,2
"1",2000,"USA",6,2
"1",2001,"USA",6,2
"1",2002,"USA",6,11
"1",2003,"USA",6,5
"1",2004,"USA",6,6
"1",2005,"USA",6,9
"1",2006,"USA",6,4
"1",2007,"USA",6,11
"1",2008,"USA",6,12
"1",2009,"USA",6,16
"1",2010,"USA",6,11
"1",2011,"USA",6,10
"1",2012,"USA",6,15
"1",2013,"USA",6,12
"1",2014,"USA",6,4
"1",2005,"UZB",6,1
"1",2006,"ZAF",6,1
"1",2008,"ZAF",6,1
"5",2001,"AUS",6,1
"5",2003,"AUS",6,1
"5",2004,"AUS",6,1
"5",2004,"CAN",6,1
"5",2009,"CAN",6,1
"5",2011,"CAN",6,1
"5",2012,"CAN",6,2
"5",2013,"CAN",6,1
"5",1998,"GBR",6,1
"5",2004,"GBR",6,2
"5",2006,"GBR",6,1
"5",2012,"GBR",6,1
"5",2013,"GBR",6,1
"5",2013,"GTM",6,1
"5",2009,"IRN",6,1
"5",2010,"NZL",6,1
"5",1973,"USA",6,1
"5",1975,"USA",6,1
"5",1978,"USA",6,1
"5",1985,"USA",6,1
"5",1986,"USA",6,1
"5",1989,"USA",6,1
"5",1994,"USA",6,1
"5",1995,"USA",6,3
"5",1997,"USA",6,2
"5",1998,"USA",6,1
"5",1999,"USA",6,3
"5",2000,"USA",6,5
"5",2001,"USA",6,2
"5",2002,"USA",6,9
"5",2003,"USA",6,9
"5",2004,"USA",6,13
"5",2005,"USA",6,8
"5",2006,"USA",6,14
"5",2007,"USA",6,9
"5",2008,"USA",6,12
"5",2009,"USA",6,5
"5",2010,"USA",6,9
"5",2011,"USA",6,14
"5",2012,"USA",6,11
"5",2013,"USA",6,16
"5",2014,"USA",6,8
"2",2000,"AUS",6,1
"2",1996,"CAN",6,1
"2",1999,"CAN",6,2
"2",2003,"CAN",6,1
"2",2005,"CAN",6,1
"2",2009,"CAN",6,1
"2",2014,"CAN",6,1
"2",2002,"GBR",6,1
"2",2003,"GBR",6,1
"2",2004,"GBR",6,1
"2",2006,"GBR",6,1
"2",1995,"JPN",6,1
"2",2003,"LBN",6,1
"2",2002,"MEX",6,1
"2",2009,"NZL",6,1
"2",1980,"USA",6,1
"2",1981,"USA",6,1
"2",1982,"USA",6,1
"2",1987,"USA",6,1
"2",1988,"USA",6,2
"2",1990,"USA",6,1
"2",1993,"USA",6,1
"2",1994,"USA",6,2
"2",1995,"USA",6,1
"2",1996,"USA",6,6
"2",1998,"USA",6,4
"2",1999,"USA",6,9
"2",2000,"USA",6,6
"2",2001,"USA",6,7
"2",2002,"USA",6,7
"2",2003,"USA",6,6
"2",2004,"USA",6,10
"2",2005,"USA",6,10
"2",2006,"USA",6,10
"2",2007,"USA",6,13
"2",2008,"USA",6,11
"2",2009,"USA",6,9
"2",2010,"USA",6,8
"2",2011,"USA",6,5
"2",2012,"USA",6,17
"2",2013,"USA",6,14
"2",2014,"USA",6,8
"2",2012,"VEN",6,2
"7",2003,"ARE",7,1
"7",2004,"AUS",7,1
"7",2005,"AUS",7,1
"7",2006,"BHS",7,1
"7",2006,"BMU",7,1
"7",1999,"CAN",7,1
"7",2003,"CAN",7,1
"7",2005,"CAN",7,1
"7",2006,"CAN",7,1
"7",2009,"CAN",7,2
"7",2011,"CAN",7,1
"7",2001,"GBR",7,1
"7",2002,"GBR",7,2
"7",2005,"GBR",7,1
"7",2010,"GBR",7,2
"7",2014,"GBR",7,1
"7",1991,"IND",7,1
"7",2005,"IND",7,1
"7",1984,"MEX",7,1
"7",1982,"NZL",7,1
"7",1974,"USA",7,1
"7",1977,"USA",7,1
"7",1978,"USA",7,1
"7",1979,"USA",7,1
"7",1981,"USA",7,1
"7",1989,"USA",7,1
"7",1994,"USA",7,1
"7",1996,"USA",7,3
"7",1997,"USA",7,1
"7",2001,"USA",7,1
"7",2002,"USA",7,3
"7",2003,"USA",7,2
"7",2004,"USA",7,7
"7",2005,"USA",7,3
"7",2006,"USA",7,5
"7",2007,"USA",7,4
"7",2009,"USA",7,5
"7",2010,"USA",7,2
"7",2011,"USA",7,5
"7",2012,"USA",7,11
"7",2013,"USA",7,7
"7",2014,"USA",7,3
"3",1990,"CAN",7,1
"3",2001,"CAN",7,2
"3",2006,"CAN",7,1
"3",2009,"CAN",7,1
"3",2013,"CAN",7,1
"3",2014,"CAN",7,1
"3",2003,"ESP",7,1
"3",2004,"ESP",7,1
"3",1992,"GBR",7,1
"3",2000,"GBR",7,1
"3",2001,"GBR",7,1
"3",2004,"GBR",7,2
"3",2010,"GBR",7,1
"3",1999,"IRL",7,1
"3",2005,"ISR",7,1
"3",2009,"MOZ",7,1
"3",1999,"MYS",7,1
"3",2006,"PAK",7,1
"3",1968,"USA",7,1
"3",1974,"USA",7,1
"3",1975,"USA",7,1
"3",1976,"USA",7,1
"3",1987,"USA",7,1
"3",1994,"USA",7,1
"3",1995,"USA",7,2
"3",1996,"USA",7,2
"3",1997,"USA",7,4
"3",1998,"USA",7,4
"3",1999,"USA",7,6
"3",2000,"USA",7,1
"3",2001,"USA",7,4
"3",2002,"USA",7,6
"3",2003,"USA",7,6
"3",2004,"USA",7,4
"3",2005,"USA",7,11
"3",2006,"USA",7,5
"3",2007,"USA",7,5
"3",2008,"USA",7,12
"3",2009,"USA",7,2
"3",2010,"USA",7,8
"3",2011,"USA",7,5
"3",2012,"USA",7,14
"3",2013,"USA",7,14
"3",2014,"USA",7,2
"3",2004,"VIR",7,1
"4",2005,"AUS",7,1
"4",1981,"CAN",7,1
"4",2000,"CAN",7,2
"4",2002,"CAN",7,1
"4",2004,"CAN",7,1
"4",2005,"CAN",7,1
"4",2010,"CAN",7,1
"4",2014,"CAN",7,1
"4",1994,"GBR",7,1
"4",2002,"GBR",7,1
"4",2003,"GBR",7,1
"4",2005,"GBR",7,2
"4",2007,"GBR",7,1
"4",2012,"GBR",7,1
"4",2006,"PRI",7,1
"4",1966,"USA",7,1
"4",1968,"USA",7,1
"4",1971,"USA",7,1
"4",1974,"USA",7,3
"4",1980,"USA",7,1
"4",1994,"USA",7,2
"4",1996,"USA",7,1
"4",1997,"USA",7,2
"4",1998,"USA",7,6
"4",1999,"USA",7,6
"4",2000,"USA",7,3
"4",2001,"USA",7,2
"4",2002,"USA",7,4
"4",2003,"USA",7,8
"4",2004,"USA",7,6
"4",2005,"USA",7,2
"4",2006,"USA",7,5
"4",2007,"USA",7,6
"4",2008,"USA",7,10
"4",2009,"USA",7,4
"4",2010,"USA",7,5
"4",2011,"USA",7,9
"4",2012,"USA",7,13
"4",2013,"USA",7,16
"4",2014,"USA",7,2
"4",2000,"VEN",7,1
"6",2001,"ARE",7,1
"6",2002,"BEL",7,1
"6",2002,"CAN",7,1
"6",2006,"CAN",7,2
"6",2008,"CAN",7,1
"6",1998,"CHN",7,1
"6",2001,"GBR",7,1
"6",2003,"GBR",7,1
"6",2006,"GBR",7,1
"6",2006,"GRC",7,1
"6",2004,"IDN",7,1
"6",1962,"USA",7,1
"6",1975,"USA",7,1
"6",1978,"USA",7,1
"6",1981,"USA",7,1
"6",1990,"USA",7,1
"6",1995,"USA",7,1
"6",1996,"USA",7,3
"6",1998,"USA",7,2
"6",1999,"USA",7,6
"6",2000,"USA",7,4
"6",2001,"USA",7,4
"6",2002,"USA",7,6
"6",2003,"USA",7,2
"6",2004,"USA",7,3
"6",2005,"USA",7,7
"6",2006,"USA",7,22
"6",2007,"USA",7,8
"6",2008,"USA",7,4
"6",2009,"USA",7,5
"6",2010,"USA",7,6
"6",2011,"USA",7,5
"6",2012,"USA",7,11
"6",2013,"USA",7,17
"6",2014,"USA",7,5
"6",2013,"ZAF",7,1
"1",2001,"AUS",7,1
"1",2003,"AUS",7,2
"1",2001,"BOL",7,1
"1",1975,"CAN",7,1
"1",2001,"CAN",7,1
"1",2002,"CAN",7,1
"1",2003,"CAN",7,3
"1",2004,"CAN",7,1
"1",2006,"CAN",7,1
"1",2010,"CAN",7,1
"1",2012,"CAN",7,1
"1",2013,"CAN",7,1
"1",2001,"GBR",7,1
"1",2014,"GBR",7,1
"1",2003,"IRL",7,1
"1",2007,"JPN",7,1
"1",1981,"PRI",7,1
"1",2002,"URY",7,1
"1",1968,"USA",7,1
"1",1974,"USA",7,1
"1",1976,"USA",7,1
"1",1983,"USA",7,1
"1",1985,"USA",7,1
"1",1990,"USA",7,1
"1",1996,"USA",7,2
"1",1998,"USA",7,4
"1",1999,"USA",7,2
"1",2000,"USA",7,3
"1",2001,"USA",7,8
"1",2002,"USA",7,4
"1",2003,"USA",7,8
"1",2004,"USA",7,9
"1",2005,"USA",7,9
"1",2006,"USA",7,10
"1",2007,"USA",7,6
"1",2008,"USA",7,11
"1",2009,"USA",7,5
"1",2010,"USA",7,6
"1",2011,"USA",7,6
"1",2012,"USA",7,8
"1",2013,"USA",7,6
"1",2014,"USA",7,3
"5",1984,"CAN",7,1
"5",2002,"CAN",7,1
"5",2004,"CAN",7,1
"5",2005,"CAN",7,1
"5",2009,"CAN",7,1
"5",2008,"ESP",7,1
"5",2002,"GBR",7,1
"5",2004,"GBR",7,1
"5",2012,"GBR",7,1
"5",2006,"IND",7,2
"5",2009,"IND",7,1
"5",2000,"IRL",7,1
"5",2011,"KOR",7,1
"5",1989,"MEX",7,1
"5",2002,"MEX",7,1
"5",2003,"PAK",7,1
"5",2001,"TUR",7,1
"5",1972,"USA",7,1
"5",1975,"USA",7,1
"5",1976,"USA",7,1
"5",1988,"USA",7,1
"5",1990,"USA",7,2
"5",1994,"USA",7,1
"5",1995,"USA",7,3
"5",1997,"USA",7,1
"5",1998,"USA",7,5
"5",1999,"USA",7,7
"5",2000,"USA",7,4
"5",2001,"USA",7,4
"5",2002,"USA",7,5
"5",2003,"USA",7,6
"5",2004,"USA",7,8
"5",2005,"USA",7,7
"5",2006,"USA",7,6
"5",2007,"USA",7,4
"5",2008,"USA",7,12
"5",2009,"USA",7,5
"5",2010,"USA",7,7
"5",2011,"USA",7,7
"5",2012,"USA",7,17
"5",2013,"USA",7,4
"5",2014,"USA",7,1
"2",1983,"ARG",7,1
"2",1998,"CAN",7,1
"2",2000,"CAN",7,1
"2",2003,"CAN",7,1
"2",2004,"CAN",7,1
"2",2005,"CAN",7,1
"2",2006,"CAN",7,1
"2",2008,"CAN",7,1
"2",2013,"CAN",7,1
"2",2012,"DEU",7,1
"2",2001,"DNK",7,1
"2",2006,"GBR",7,3
"2",2010,"MLT",7,1
"2",1995,"SWE",7,1
"2",1968,"USA",7,1
"2",1970,"USA",7,1
"2",1975,"USA",7,1
"2",1976,"USA",7,1
"2",1979,"USA",7,1
"2",1982,"USA",7,1
"2",1985,"USA",7,1
"2",1986,"USA",7,2
"2",1987,"USA",7,1
"2",1995,"USA",7,1
"2",1996,"USA",7,1
"2",1998,"USA",7,4
"2",1999,"USA",7,8
"2",2000,"USA",7,6
"2",2001,"USA",7,2
"2",2002,"USA",7,11
"2",2003,"USA",7,6
"2",2004,"USA",7,6
"2",2005,"USA",7,6
"2",2006,"USA",7,2
"2",2007,"USA",7,7
"2",2008,"USA",7,15
"2",2009,"USA",7,6
"2",2010,"USA",7,10
"2",2011,"USA",7,6
"2",2012,"USA",7,9
"2",2013,"USA",7,15
"2",2014,"USA",7,3
"2",2010,"ZAF",7,1
"7",1998,"AUS",8,1
"7",1972,"CAN",8,1
"7",1999,"CAN",8,1
"7",2006,"CAN",8,1
"7",2007,"CAN",8,1
"7",2012,"CAN",8,1
"7",2013,"CAN",8,1
"7",2007,"DEU",8,1
"7",2006,"EST",8,1
"7",1986,"FJI",8,1
"7",2003,"GBR",8,1
"7",1973,"USA",8,1
"7",1977,"USA",8,1
"7",1978,"USA",8,1
"7",1979,"USA",8,1
"7",1984,"USA",8,1
"7",1988,"USA",8,1
"7",1991,"USA",8,1
"7",1997,"USA",8,1
"7",1998,"USA",8,4
"7",1999,"USA",8,6
"7",2000,"USA",8,6
"7",2001,"USA",8,5
"7",2002,"USA",8,3
"7",2003,"USA",8,3
"7",2004,"USA",8,4
"7",2005,"USA",8,7
"7",2006,"USA",8,6
"7",2007,"USA",8,5
"7",2008,"USA",8,13
"7",2009,"USA",8,5
"7",2010,"USA",8,2
"7",2011,"USA",8,11
"7",2012,"USA",8,8
"7",2013,"USA",8,6
"3",2009,"ARE",8,1
"3",2003,"AUS",8,1
"3",2006,"AUS",8,1
"3",2009,"AUS",8,1
"3",2000,"CAN",8,1
"3",2002,"CAN",8,1
"3",2003,"CAN",8,1
"3",2004,"CAN",8,2
"3",2005,"CAN",8,1
"3",2007,"CAN",8,1
"3",2009,"CAN",8,1
"3",1999,"COL",8,1
"3",2004,"EGY",8,1
"3",2005,"GBR",8,1
"3",2006,"GBR",8,1
"3",2010,"GBR",8,1
"3",2012,"GBR",8,1
"3",2007,"IND",8,1
"3",1975,"ISR",8,1
"3",2011,"POL",8,1
"3",2007,"PRI",8,1
"3",2009,"PRI",8,1
"3",1966,"USA",8,2
"3",1971,"USA",8,1
"3",1972,"USA",8,1
"3",1973,"USA",8,1
"3",1978,"USA",8,2
"3",1993,"USA",8,1
"3",1994,"USA",8,1
"3",1996,"USA",8,1
"3",1997,"USA",8,1
"3",1998,"USA",8,5
"3",1999,"USA",8,4
"3",2000,"USA",8,2
"3",2001,"USA",8,5
"3",2002,"USA",8,3
"3",2003,"USA",8,8
"3",2004,"USA",8,5
"3",2005,"USA",8,3
"3",2006,"USA",8,3
"3",2007,"USA",8,3
"3",2008,"USA",8,7
"3",2009,"USA",8,4
"3",2010,"USA",8,9
"3",2011,"USA",8,8
"3",2012,"USA",8,6
"3",2013,"USA",8,7
"3",2014,"USA",8,5
"4",1972,"AUS",8,1
"4",2001,"AUS",8,1
"4",2002,"CAN",8,2
"4",2006,"CAN",8,1
"4",2010,"CAN",8,1
"4",2014,"CAN",8,1
"4",2000,"DNK",8,1
"4",2008,"GBR",8,2
"4",2014,"IND",8,1
"4",2000,"NZL",8,1
"4",2006,"NZL",8,1
"4",1972,"PRI",8,1
"4",2008,"RUS",8,1
"4",1962,"USA",8,1
"4",1978,"USA",8,1
"4",1982,"USA",8,1
"4",1986,"USA",8,1
"4",1994,"USA",8,1
"4",1997,"USA",8,2
"4",1998,"USA",8,3
"4",1999,"USA",8,1
"4",2000,"USA",8,2
"4",2001,"USA",8,3
